Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,N Participants,Year,Country,distance_std,elevation_std
50K,50.8,2250,10.0114,5.9853,141,2024,CZ,-0.23409016965265386,-0.14382166433880608
20K,38.5,700,4.4609,2.4914,71,2023,ES,-0.5376470110531,-0.9749155880393997
50K,63.7,3080,10.6748,7.0258,77,2015,ES,0.08427432254781421,0.30121572706215693
50K,63.7,3080,10.7287,7.1778,83,2016,ES,0.08427432254781421,0.30121572706215693
50K,64.2,3120,10.9631,6.8308,169,2017,ES,0.09661403154783235,0.32266331218991423
50K,52.8,2830,8.9942,5.6831,124,2018,ES,-0.18473133365258132,0.1671683200136741
50K,53.0,2840,8.8602,5.2456,93,2019,ES,-0.179795450052574,0.1725302162956134
100K,100.0,4610,29.5419,13.1325,418,2023,KR,0.980137195949131,1.121585858198872
50K,40.0,3000,7.3807,4.8803,51,2023,PL,-0.5006278840530456,0.25832055680664245
20K,22.0,1900,4.4671,2.7686,69,2023,PL,-0.9448574080536986,-0.33148803420668205
20K,31.0,1800,4.666,2.8858,187,2023,FR,-0.722742646053372,-0.3851069970260752
100K,100.0,1452,15.8223,9.2656,69,2023,SG,0.980137195949131,-0.5717009876375633
50K,50.0,2019,15.4066,11.7067,60,2023,KR,-0.2538337040526828,-0.26768146845160423
50K,49.0,2130,8.4953,5.0364,69,2023,US,-0.2785131220527191,-0.20816441972207786
20K,21.0,590,2.7445,1.4806,64,2023,US,-0.9695368260537348,-1.0338964471407321
100K,80.0,3149,13.1576,10.0347,34,2014,CA,0.4865488359484054,0.3382128114075382
100K,73.7,3006,13.1782,8.5383,42,2015,CA,0.33106850254817694,0.261537694575806
100K,77.3,3090,13.9166,9.1283,35,2016,CA,0.41991440734830743,0.3065776233440963
100K,77.7,3150,13.2099,9.6478,31,2017,CA,0.4297861745483221,0.33874900103573213
100K,77.4,3120,15.1479,10.5178,35,2019,CA,0.42238234914831124,0.32266331218991423
100K,77.4,3120,13.7864,8.6156,36,2022,CA,0.42238234914831124,0.32266331218991423
100K,84.2,3857,14.0909,10.5253,41,2023,CA,0.5902023915485578,0.7178350681688416
20K,12.0,870,1.8109,1.1822,228,2022,ES,-1.1916515880540612,-0.8837633512464314
20K,11.8,850,1.686,1.0511,248,2023,ES,-1.1965874716540685,-0.89448714381031
50K,56.6,210,6.1486,4.0917,50,2015,RU,-0.09094954525244336,-1.237648505854426
50K,56.6,210,6.5533,4.0997,52,2016,RU,-0.09094954525244336,-1.237648505854426
20K,22.8,1800,3.6887,2.4081,173,2022,ES,-0.9251138736536696,-0.3851069970260752
20K,22.8,1800,3.4732,2.2381,210,2023,ES,-0.9251138736536696,-0.3851069970260752
50K,39.0,2400,7.4909,5.7,11,2023,UA,-0.5253073020530818,-0.06339322010971637
20K,26.0,1440,3.9916,2.9667,8,2023,UA,-0.8461397360535534,-0.5781352631758905
100M,160.0,7120,31.5411,23.4539,36,2023,CA,2.4609022759513075,2.46742182496564
100K,100.0,4190,19.5599,12.7033,92,2023,CA,0.980137195949131,0.8963862143574207
50K,42.1,2405,7.3206,4.8,111,2015,ES,-0.4488011062529694,-0.06071227196874673
50K,44.8,2780,8.4466,5.2114,91,2016,ES,-0.3821666776528715,0.14035883860397755
50K,42.5,2370,7.5922,5.3939,51,2017,ES,-0.4389293390529549,-0.07947890895553432
50K,42.5,2390,7.4365,5.5761,64,2018,ES,-0.4389293390529549,-0.0687551163916557
50K,50.0,2030,9.2923,5.5717,113,2023,CA,-0.2538337040526828,-0.261783382541471
50K,38.0,1890,7.0977,4.22,111,2023,CA,-0.5499867200531181,-0.3368499304886214
100K,105.0,4721,22.2764,13.4228,539,2023,CN,1.1035342859493122,1.1811029069283983
100K,105.0,4721,16.2474,12.4506,38,2024,CN,1.1035342859493122,1.1811029069283983
50K,58.0,2008,10.7516,6.3022,948,2023,CN,-0.05639836005239262,-0.2735795543617375
50K,58.0,2008,10.2771,4.7633,1151,2024,CN,-0.05639836005239262,-0.2735795543617375
20K,35.0,1443,6.9209,3.2128,950,2023,CN,-0.624024974053227,-0.5765266942913087
20K,35.0,1443,6.6413,3.1717,796,2024,CN,-0.624024974053227,-0.5765266942913087
100K,89.0,2286,12.4974,8.1394,113,2023,GB,0.7086635979487319,-0.12451883772382456
20K,21.0,900,3.2178,1.9528,74,2015,US,-0.9695368260537348,-0.8676776624006134
20K,21.0,900,3.6271,1.9964,125,2016,US,-0.9695368260537348,-0.8676776624006134
50K,50.0,2240,10.682,6.3889,56,2023,PH,-0.2538337040526828,-0.1491835606207454
100K,64.0,4000,11.9525,8.7369,16,2023,IN,0.09167814794782503,0.7945101850005738
50K,52.0,3000,9.4379,7.595,16,2023,IN,-0.20447486805261028,0.25832055680664245
50K,30.0,2000,4.956,3.3978,29,2023,IN,-0.7474220640534083,-0.27786907138728895
20K,28.4,1980,4.7711,3.0919,237,2014,CH,-0.7869091328534664,-0.28859286395116757
20K,29.4,1910,4.9005,2.9414,224,2015,CH,-0.76222971485343,-0.32612613792474276
20K,29.4,1910,4.8115,2.8872,300,2016,CH,-0.76222971485343,-0.32612613792474276
20K,29.4,1910,4.5979,2.7297,293,2017,CH,-0.76222971485343,-0.32612613792474276
50K,31.5,1890,4.9552,2.7686,298,2018,CH,-0.7104029370533539,-0.3368499304886214
50K,31.1,1910,5.0519,3.1728,350,2019,CH,-0.7202747042533684,-0.32612613792474276
50K,31.6,1950,4.8904,2.8483,213,2021,CH,-0.7079349952533502,-0.3046785527969855
50K,31.0,1950,4.9621,3.0242,215,2022,CH,-0.722742646053372,-0.3046785527969855
20K,30.0,1890,4.9597,3.0711,201,2023,CH,-0.7474220640534083,-0.3368499304886214
50K,63.8,3520,11.0883,7.8903,26,2014,CH,0.0867422643478177,0.5371391634674868
100K,68.3,4110,11.7137,8.9086,47,2015,CH,0.19779964534798095,0.8534910441019062
100K,68.3,4110,12.0014,8.345,68,2016,CH,0.19779964534798095,0.8534910441019062
100K,67.5,4060,11.5906,7.6519,77,2017,CH,0.17805611094795198,0.8266815626922097
100K,70.7,3590,12.2922,8.205,74,2018,CH,0.2570302485480681,0.574672437441062
100K,70.0,3700,12.3751,8.2972,82,2019,CH,0.23975465594804268,0.6336532965423944
100K,71.0,3700,12.2154,7.8853,57,2021,CH,0.26443407394807894,0.6336532965423944
100K,71.0,3700,12.178,7.9658,54,2022,CH,0.26443407394807894,0.6336532965423944
50K,53.3,3779,9.3846,6.6639,22,2023,ES,-0.1723916246525632,0.676012277169715
100K,72.7,5242,14.7682,9.2681,237,2015,PL,0.3063890845481407,1.4604577032174366
100K,74.9,4920,14.8028,9.6075,340,2017,PL,0.36068380414822054,1.2878046429389907
100K,70.1,4790,14.3572,9.1556,338,2019,PL,0.24222259774804616,1.2180999912737795
100K,70.5,5100,14.5931,9.3258,285,2021,PL,0.2520943649480608,1.3843187760138984
100K,73.3,4870,14.5816,9.3622,338,2023,PL,0.3211967353481623,1.260995161529294
50K,49.8,2120,7.2455,4.3567,23,2023,ES,-0.25876958765269015,-0.21352631600401717
50K,52.0,1200,6.6342,4.7317,75,2023,FR,-0.20447486805261028,-0.706820773942434
20K,26.0,750,3.1461,2.0744,228,2023,FR,-0.8461397360535534,-0.9481061066297032
50K,42.9,1597,5.7122,3.3158,90,2014,US,-0.4290575718529404,-0.4939534915494433
50K,43.0,1510,6.5457,3.5353,51,2015,US,-0.42658963005293676,-0.5406019892023153
50K,43.0,1510,6.4859,4.0108,32,2017,US,-0.42658963005293676,-0.5406019892023153
50K,43.0,1510,7.1989,4.2053,38,2018,US,-0.42658963005293676,-0.5406019892023153
50K,43.0,1510,6.2948,3.9794,32,2019,US,-0.42658963005293676,-0.5406019892023153
50K,43.0,1510,6.4564,3.9833,31,2020,US,-0.42658963005293676,-0.5406019892023153
20K,22.0,1500,3.3231,2.1486,262,2023,ES,-0.9448574080536986,-0.5459638854842546
20K,22.0,1500,3.1629,2.0131,348,2024,ES,-0.9448574080536986,-0.5459638854842546
100K,104.3,3356,17.1218,10.6017,144,2014,FR,1.0862586933492868,0.449204064443682
100K,105.5,3710,17.311,10.9936,173,2015,FR,1.1158739949493304,0.6390151928243337
100K,103.6,3690,17.5899,11.7083,180,2016,FR,1.0689831007492614,0.628291400260455
100K,105.6,3630,16.9278,10.4814,247,2017,FR,1.118341936749334,0.5961200225688192
100K,105.4,3650,17.5515,11.3439,250,2018,FR,1.1134060531493268,0.6068438151326978
100K,105.1,3420,17.0887,9.8222,405,2019,FR,1.1060022277493158,0.4835202006480936
100K,106.5,3610,16.818,10.4542,475,2022,FR,1.1405534129493666,0.5853962300049406
100K,104.1,3370,16.7474,10.3986,426,2023,FR,1.0813228097492795,0.45671071923839707
100K,107.0,3450,16.5964,10.0272,448,2024,FR,1.1528931219493848,0.49960588949391155
50K,44.0,890,4.7204,3.3139,137,2015,FR,-0.40191021205290045,-0.8730395586825528
50K,42.9,880,4.9944,3.3539,144,2016,FR,-0.4290575718529404,-0.8784014549644921
50K,43.9,820,5.3318,3.6653,210,2017,FR,-0.40437815385290415,-0.910572832656128
50K,43.9,870,5.2379,3.7283,178,2018,FR,-0.40437815385290415,-0.8837633512464314
20K,40.7,820,4.8015,3.1514,229,2019,FR,-0.4833522914530201,-0.910572832656128
20K,40.0,730,4.7409,3.1489,183,2021,FR,-0.5006278840530456,-0.9588298991935817
50K,43.0,737,5.1216,3.3314,132,2022,FR,-0.42658963005293676,-0.9550765717962243
50K,43.0,726,5.5769,3.6461,129,2023,FR,-0.42658963005293676,-0.9609746577063575
50K,58.9,2005,8.1117,5.6969,38,2015,BR,-0.03418688385236001,-0.27518812324631925
50K,58.9,2020,9.1243,5.4753,36,2016,BR,-0.03418688385236001,-0.2671452788234103
20K,34.0,1550,3.4647,2.7381,6,2023,BO,-0.6487043920532632,-0.519154404074558
20K,21.0,1320,4.0167,2.1875,153,2023,ME,-0.9695368260537348,-0.6424780185591623
20K,22.0,720,2.5947,1.7125,265,2023,FR,-0.9448574080536986,-0.964191795475521
20K,19.0,190,2.7728,1.4194,69,2023,TH,-1.0188956620538072,-1.2483722984183048
50K,67.0,1520,8.2412,5.9269,46,2023,CR,0.16571640194793386,-0.535240092920376
20K,34.0,1500,4.0879,2.6003,55,2022,IT,-0.6487043920532632,-0.5459638854842546
20K,31.0,1000,3.8768,2.6975,54,2022,IT,-0.722742646053372,-0.8140586995812203
50K,55.2,486,9.9131,6.5744,45,2015,IN,-0.12550073045249413,-1.089660168472901
50K,56.3,480,8.07,5.2536,58,2016,IN,-0.09835337065245436,-1.0928773062420647
50K,42.0,2700,7.5713,4.4883,255,2021,IT,-0.451269048052973,0.09746366834846303
20K,24.0,1500,4.3994,2.3947,112,2021,IT,-0.8954985720536259,-0.5459638854842546
50K,50.0,1527,9.3175,6.1306,29,2023,ID,-0.2538337040526828,-0.5314867655230184
100K,90.0,3400,14.2493,9.3567,107,2014,AR,0.7333430159487682,0.47279640808421497
100K,104.5,2160,12.4282,7.5953,106,2015,AR,1.0911945769492941,-0.1920787308762599
100K,101.6,2700,16.4622,9.0486,70,2016,AR,1.0196242647491889,0.09746366834846303
100K,100.0,3000,13.7366,9.6317,76,2022,AR,0.980137195949131,0.25832055680664245
50K,42.0,2105,6.912,4.5706,107,2023,CN,-0.451269048052973,-0.22156916042692615
20K,21.0,719,4.4778,2.2578,146,2023,CN,-0.9695368260537348,-0.964727985103715
20K,21.0,719,4.2237,2.805,36,2023,CN,-0.9695368260537348,-0.964727985103715
50K,46.6,3070,8.0887,5.4811,85,2023,FR,-0.3377437252528061,0.29585383078021765
100M,100.0,7870,24.4874,21.5244,7,2023,ID,0.980137195949131,2.8695640461110883
50K,73.0,1266,7.11,5.3892,95,2015,AR,0.3137929099481515,-0.6714322584816346
50K,73.8,1460,12.4056,6.9339,94,2016,AR,0.33353644434818047,-0.5674114706120119
100K,83.2,2110,11.3534,6.3211,160,2019,AR,0.5655229735485215,-0.21888821228595648
100K,65.0,4580,15.9331,11.8436,7,2023,ID,0.1163575659478613,1.105500169353054
50K,42.0,2380,10.5715,5.6022,29,2023,ID,-0.451269048052973,-0.07411701267359501
20K,21.0,1230,5.7056,2.865,73,2023,ID,-0.9695368260537348,-0.6907350850966161
50K,30.0,2000,5.3749,3.2992,84,2015,EC,-0.7474220640534083,-0.27786907138728895
20K,27.7,2020,5.412,3.9861,83,2016,EC,-0.8041847254534916,-0.2671452788234103
50K,30.6,2460,6.9365,3.9806,98,2017,EC,-0.7326144132533865,-0.0312218424180805
50K,30.9,2490,6.8874,3.7847,120,2018,EC,-0.7252105878533757,-0.015136153572262558
50K,33.6,2420,6.3833,3.5294,153,2019,EC,-0.6585761592532777,-0.052669427545837755
20K,12.0,800,2.5395,1.2169,250,2023,CO,-1.1916515880540612,-0.9212966252200065
20K,23.0,1900,2.9331,2.5692,10,2022,NO,-0.9201779900536622,-0.33148803420668205
50K,56.5,3045,9.4443,5.5517,291,2014,FR,-0.09341748705244704,0.28244909007536934
50K,56.7,3090,9.6709,5.5814,271,2015,FR,-0.0884816034524397,0.3065776233440963
50K,53.0,2800,8.1328,4.9514,300,2016,FR,-0.179795450052574,0.15108263116785617
20K,36.0,1300,4.3202,2.9461,330,2017,FR,-0.5993455560531906,-0.6532018111230409
50K,58.1,2980,8.9269,5.3561,311,2018,FR,-0.05393041825238896,0.2475967642427638
50K,58.4,2897,9.2867,5.6156,371,2019,FR,-0.046526592852378146,0.2030930251026675
50K,60.0,3290,9.0214,5.3769,351,2022,FR,-0.007039524052320073,0.41381554898288253
50K,60.0,3000,9.7483,6.2853,374,2023,FR,-0.007039524052320073,0.25832055680664245
50K,60.0,3000,9.7325,5.7736,361,2024,FR,-0.007039524052320073,0.25832055680664245
20K,22.0,800,2.307,1.71,84,2023,AT,-0.9448574080536986,-0.9212966252200065
50K,50.0,2000,8.3845,5.7833,51,2023,LB,-0.2538337040526828,-0.27786907138728895
20K,25.0,1000,4.5776,2.9697,82,2023,LB,-0.8708191540535897,-0.8140586995812203
100K,96.0,5650,19.1503,16.3664,12,2023,NO,0.8814195239489858,1.6792230715205605
50K,47.0,2760,8.6707,5.6914,20,2023,NO,-0.3278719580527916,0.1296350460400989
20K,21.1,1275,3.3246,2.4422,31,2023,NO,-0.9670688842537312,-0.6666065518278892
50K,43.0,1400,6.3727,3.9139,70,2023,IT,-0.42658963005293676,-0.5995828483036477
100M,104.0,6850,31.2867,25.7983,7,2023,LA,1.078854867949276,2.3226506253532784
50K,55.0,3470,18.2567,12.57,27,2023,LA,-0.13043661405250145,0.5103296820577902
20K,29.7,1680,8.1885,4.9783,77,2023,LA,-0.7548258894534192,-0.449449752409347
100K,76.0,2560,10.0868,6.5617,113,2014,GB,0.38783116394826034,0.02239712040131264
50K,73.0,2116,10.2401,7.5294,57,2015,GB,0.3137929099481515,-0.21567107451679288
50K,72.9,2140,10.0746,7.3358,70,2016,GB,0.31132496814814803,-0.20280252344013855
100K,73.8,2700,10.0811,7.3044,102,2017,GB,0.33353644434818047,0.09746366834846303
100K,73.9,3020,10.3391,7.5297,94,2018,GB,0.3360043861481843,0.2690443493705211
50K,72.2,2580,10.5863,7.7967,73,2019,GB,0.29404937554812255,0.03312091296519126
50K,74.9,2480,10.8371,7.8136,41,2020,GB,0.36068380414822054,-0.020498049854201873
50K,73.8,2481,11.0376,7.9164,71,2021,GB,0.33353644434818047,-0.01996186022600794
20K,21.0,1530,4.9637,2.8336,108,2023,TW,-0.9695368260537348,-0.5298781966384367
20K,22.0,1750,2.3165,2.0775,30,2023,IT,-0.9448574080536986,-0.4119164784357718
20K,37.3,997,8.0324,4.4175,101,2023,TH,-0.5672623126531435,-0.8156672684658021
100K,106.0,5930,22.2006,12.8119,162,2023,CN,1.1282137039493485,1.8293561674148613
50K,51.2,3090,10.2753,5.8483,262,2023,CN,-0.22421840245263921,0.3065776233440963
20K,21.4,1080,4.7452,1.9969,259,2023,CN,-0.9596650588537203,-0.7711635293257058
20K,22.0,350,2.6991,1.8061,16,2023,GB,-0.9448574080536986,-1.1625819579072756
20K,22.0,350,3.246,1.9347,34,2024,GB,-0.9448574080536986,-1.1625819579072756
20K,35.0,665,5.1037,2.8297,58,2023,GB,-0.624024974053227,-0.9936822250261873
20K,35.0,665,4.5577,2.8608,70,2024,GB,-0.624024974053227,-0.9936822250261873
50K,58.0,1285,7.7091,5.0389,46,2023,GB,-0.05639836005239262,-0.6612446555459499
50K,58.0,1285,8.5283,5.2475,59,2024,GB,-0.05639836005239262,-0.6612446555459499
100K,84.0,2320,12.4874,9.8242,30,2023,GB,0.5852665079485505,-0.1062883903652309
100K,84.0,2320,12.8427,9.6814,33,2024,GB,0.5852665079485505,-0.1062883903652309
20K,35.0,540,5.1482,3.3058,18,2023,GB,-0.624024974053227,-1.0607059285504288
50K,55.0,1040,7.94,5.2361,37,2023,GB,-0.13043661405250145,-0.792611114453463
50K,83.0,1295,11.607,8.5186,11,2023,GB,0.5605870899485143,-0.6558827592640105
50K,43.0,1122,6.7766,4.4444,21,2023,GB,-0.42658963005293676,-0.7486435649415607
20K,21.0,441,2.7872,2.0278,44,2023,GB,-0.9695368260537348,-1.113788701741628
20K,33.0,785,5.2571,3.4686,23,2023,GB,-0.6733838100532995,-0.9293394696429156
50K,43.0,1122,6.5165,5.5428,13,2023,GB,-0.42658963005293676,-0.7486435649415607
50K,42.0,1980,8.3173,4.9183,168,2023,HK,-0.451269048052973,-0.28859286395116757
20K,18.0,450,1.8807,1.2408,308,2023,CH,-1.0435750800538437,-1.1089629950878825
20K,18.0,450,1.9184,1.2331,300,2024,CH,-1.0435750800538437,-1.1089629950878825
100K,72.2,3710,11.3539,7.7817,63,2015,IT,0.29404937554812255,0.6390151928243337
100K,80.4,4300,14.4595,9.1539,53,2016,IT,0.49642060314842007,0.9553670734587533
100K,83.9,4450,14.6076,10.2122,40,2017,IT,0.5827985661485471,1.0357955176878428
50K,45.0,2651,8.3421,5.9808,25,2023,VE,-0.3772307940528642,0.0711903765669604
20K,21.0,1250,3.2823,1.8133,99,2023,VE,-0.9695368260537348,-0.6800112925327374
50K,65.4,3310,9.8962,7.1786,61,2015,GB,0.12622933314787596,0.42453934154676115
100K,66.0,3640,9.8363,7.325,30,2016,GB,0.14103698394789757,0.6014819188507585
100K,73.0,2920,9.8362,7.9458,27,2017,GB,0.3137929099481515,0.21542538655112792
20K,13.0,775,3.5039,1.9147,64,2023,ES,-1.166972170054025,-0.9347013659248549
20K,42.0,705,5.4149,3.5586,146,2023,PL,-0.451269048052973,-0.9722346398984301
100K,70.0,4050,11.5968,7.585,56,2023,RO,0.23975465594804268,0.8213196664102703
50K,41.0,2200,6.1248,3.86,162,2023,RO,-0.4759484660530093,-0.17063114574850266
20K,21.0,1100,3.2014,1.7056,356,2023,RO,-0.9695368260537348,-0.7604397367618272
100K,102.0,4742,27.3581,16.7019,90,2024,TH,1.0294960319492035,1.192362889120471
100K,71.0,3061,17.374,10.8878,50,2024,TH,0.26443407394807894,0.2910281241264723
50K,41.0,1633,9.8296,3.9103,108,2024,TH,-0.4759484660530093,-0.47465066493446173
20K,21.0,830,4.2252,2.2533,89,2024,TH,-0.9695368260537348,-0.9052109363741886
50K,48.2,2000,10.1214,5.3458,210,2016,KR,-0.298256656452748,-0.27786907138728895
50K,51.8,1480,9.0633,4.9772,209,2017,KR,-0.2094107516526176,-0.5566876780481332
50K,50.7,2210,8.7383,4.4861,255,2018,KR,-0.23655811145265734,-0.16526924946656335
50K,49.9,1680,8.7789,4.385,331,2019,KR,-0.2563016458526865,-0.449449752409347
50K,50.0,1600,9.1213,4.76,387,2023,KR,-0.2538337040526828,-0.49234492266486146
100K,98.5,5150,23.9193,13.1422,52,2016,KR,0.9431180689490765,1.4111282574235948
100K,101.2,4020,20.9787,12.5139,99,2017,KR,1.0097524975491745,0.8052339775644525
100K,101.9,3890,21.1424,11.4525,148,2018,KR,1.0270280901492,0.7355293258992414
100K,109.8,4620,22.7635,12.3633,183,2019,KR,1.2219954923494862,1.1269477544808113
100K,100.0,4200,20.9262,10.4053,185,2023,KR,0.980137195949131,0.9017481106393601
50K,81.3,1418,9.7076,6.8572,48,2023,DK,0.5186320793484525,-0.589931434996157
50K,48.4,811,5.3823,3.5203,53,2023,DK,-0.2933207728527409,-0.9153985393098734
20K,20.4,327,2.1156,1.3633,101,2023,DK,-0.9843444768537566,-1.174914319355736
100K,64.0,3790,12.0891,7.74,46,2014,IT,0.09167814794782503,0.6819103630798482
50K,59.1,4086,11.2832,7.5764,57,2015,IT,-0.029251000252352687,0.8406224930252519
50K,57.2,3930,11.7432,7.9656,57,2016,IT,-0.07614189445242157,0.7569769110269986
50K,57.7,4090,11.8598,8.3186,68,2017,IT,-0.06380218545240343,0.8427672515380277
50K,57.5,4070,12.0385,8.5906,67,2018,IT,-0.06873806905241076,0.832043458974149
100K,111.0,2008,17.6126,13.2158,58,2023,PL,1.25161079394953,-0.2735795543617375
50K,52.0,1206,6.5819,4.5103,72,2023,PL,-0.20447486805261028,-0.7036036361732705
20K,27.0,692,3.2577,2.1094,116,2023,PL,-0.8214603180535172,-0.9792051050649512
100K,78.0,3050,9.2376,6.9392,59,2023,IE,0.43718999994833285,0.28513003821633903
100K,80.0,6200,19.2228,13.985,35,2023,PH,0.4865488359484054,1.9741273670272228
20K,30.0,1600,6.178,3.5861,33,2023,PH,-0.7474220640534083,-0.49234492266486146
100M,165.1,7946,35.2267,30.6903,9,2015,CN,2.5867673077514923,2.9103144578538274
20K,38.0,1100,6.3735,3.8892,29,2023,PH,-0.5499867200531181,-0.7604397367618272
50K,55.0,1740,8.9565,5.8819,58,2023,PH,-0.13043661405250145,-0.41727837471771106
100K,85.2,4274,17.541,15.3769,15,2015,CN,0.6148818095485941,0.941426143125711
20K,29.7,890,5.5064,3.4986,97,2016,CN,-0.7548258894534192,-0.8730395586825528
100K,100.0,4500,25.9061,16.6469,31,2023,PH,0.980137195949131,1.0626049990975395
100M,165.0,5460,46.3489,27.8819,144,2023,MY,2.584299365951489,1.5773470421637137
50K,45.6,2422,8.0314,4.7872,29,2014,CA,-0.3624231432528424,-0.051597048289449894
50K,45.6,2422,7.614,5.2658,34,2015,CA,-0.3624231432528424,-0.051597048289449894
20K,25.4,880,4.81,2.2164,79,2023,MY,-0.8609473868535752,-0.8784014549644921
50K,50.0,775,8.0376,4.1433,414,2023,GB,-0.2538337040526828,-0.9347013659248549
50K,50.0,635,8.0281,3.9717,200,2023,GB,-0.2538337040526828,-1.0097679138720053
50K,50.0,712,8.4169,4.1958,355,2023,GB,-0.2538337040526828,-0.9684813125010725
50K,50.0,1050,8.7847,4.88,60,2023,GB,-0.2538337040526828,-0.7872492181715237
50K,43.6,2410,6.6698,4.1006,137,2015,FR,-0.41178197925291493,-0.058031323827777065
50K,44.2,2410,6.7414,4.2011,161,2016,FR,-0.39697432845289315,-0.058031323827777065
50K,40.1,2150,6.2389,3.66,202,2017,FR,-0.4981599422530419,-0.1974406271581992
20K,42.0,215,4.076,2.8947,46,2022,PL,-0.451269048052973,-1.2349675577134565
20K,42.7,690,4.4063,2.9425,65,2023,PL,-0.43399345545294754,-0.980277484321339
20K,21.0,70,1.8167,1.3864,68,2022,PL,-0.9695368260537348,-1.3127150538015764
20K,21.0,70,1.9691,1.2128,134,2023,PL,-0.9695368260537348,-1.3127150538015764
20K,21.0,210,1.9647,1.3131,68,2022,PL,-0.9695368260537348,-1.237648505854426
20K,21.0,210,2.004,1.2933,108,2023,PL,-0.9695368260537348,-1.237648505854426
100K,70.8,3242,10.6424,7.1164,227,2014,FR,0.25949819034807164,0.3880784468295738
100K,71.5,3141,10.9599,6.6214,299,2015,FR,0.27677378294809707,0.33392329438198676
100K,70.1,3093,11.3076,6.6269,474,2016,FR,0.24222259774804616,0.30818619222867805
100K,69.1,3140,10.7022,6.69,448,2017,FR,0.21754317974800988,0.33338710475379285
100K,70.2,3030,10.7689,6.7878,336,2018,FR,0.24469053954805,0.27440624565246036
100K,70.2,3030,11.0188,6.7886,276,2019,FR,0.24469053954805,0.27440624565246036
50K,53.5,2940,7.8552,4.6844,239,2020,FR,-0.16745574105255587,0.22614917911500657
50K,46.0,1800,6.2962,3.5653,845,2015,SE,-0.35255137605282794,-0.3851069970260752
50K,46.0,1800,6.397,3.5247,849,2016,SE,-0.35255137605282794,-0.3851069970260752
50K,43.3,1670,6.3339,3.5525,749,2017,SE,-0.41918580465292593,-0.45481164869128626
50K,42.8,1870,6.1972,3.675,497,2018,SE,-0.43152551365294406,-0.3475737230525
50K,42.9,1860,6.0785,3.5278,511,2019,SE,-0.4290575718529404,-0.35293561933443934
50K,42.9,1860,6.5141,3.4603,334,2020,SE,-0.4290575718529404,-0.35293561933443934
50K,45.0,2100,6.7133,3.6353,482,2021,SE,-0.3772307940528642,-0.2242501085678958
50K,45.0,1900,6.1438,3.3414,368,2022,SE,-0.3772307940528642,-0.33148803420668205
50K,46.3,1600,6.6574,3.595,414,2023,SE,-0.3451475506528171,-0.49234492266486146
50K,52.0,4260,9.465,9.2369,3,2023,JP,-0.20447486805261028,0.9339194883309959
50K,39.0,3200,8.1169,7.1497,7,2023,JP,-0.5253073020530818,0.3655584824454287
20K,26.0,2130,5.3493,3.6544,10,2023,JP,-0.8461397360535534,-0.20816441972207786
50K,30.5,2050,5.7079,2.7161,621,2023,CN,-0.7350823550533901,-0.25105958997759237
100K,72.4,3110,11.9837,6.6431,1179,2015,JP,0.29898525914812984,0.3173014159079749
100K,70.5,3320,12.048,6.9092,1282,2016,JP,0.2520943649480608,0.4299012378287005
100K,71.4,3110,11.9362,6.73,1220,2017,JP,0.2743058411480936,0.3173014159079749
100K,71.2,3190,11.8844,6.8869,1341,2018,JP,0.2693699575480863,0.3601965861634894
100K,68.3,3320,10.956,5.8917,1367,2019,JP,0.19779964534798095,0.4299012378287005
50K,66.0,3120,10.6794,5.9689,1108,2020,JP,0.14103698394789757,0.32266331218991423
100K,100.0,6300,21.0888,14.9525,16,2023,CN,0.980137195949131,2.027746329846616
50K,60.0,2968,10.8888,7.045,24,2023,CN,-0.007039524052320073,0.24116248870443663
50K,40.0,1820,6.3076,4.2319,34,2023,CN,-0.5006278840530456,-0.3743832044621966
100K,98.0,5270,21.8514,10.4361,470,2023,CN,0.9307783599490583,1.4754710128068667
100M,160.0,2000,27.8268,23.5006,7,2017,US,2.4609022759513075,-0.27786907138728895
100K,98.5,570,19.4674,11.7614,67,2018,US,0.9431180689490765,-1.0446202397046107
100K,100.3,1410,20.6122,13.8394,61,2019,US,0.9875410213491417,-0.5942209520217084
100K,100.3,1410,19.288,11.0436,49,2022,US,0.9875410213491417,-0.5942209520217084
100K,100.3,1400,19.589,14.5167,49,2023,US,0.9875410213491417,-0.5995828483036477
50K,60.0,3170,13.0333,7.0619,734,2023,CN,-0.007039524052320073,0.34947279359961075
50K,42.0,2430,10.1993,5.4514,821,2023,CN,-0.451269048052973,-0.04730753126389844
20K,31.0,1750,7.6435,3.5981,1225,2023,CN,-0.722742646053372,-0.4119164784357718
50K,55.0,2883,14.2531,6.2014,1008,2023,VN,-0.13043661405250145,0.19558637030795248
50K,56.6,2804,13.5792,6.5675,920,2024,VN,-0.09094954525244336,0.1532273896806319
20K,25.0,999,6.3992,2.0367,1866,2023,VN,-0.8708191540535897,-0.8145948892094143
20K,27.8,1454,8.754,2.7356,1464,2024,VN,-0.8017167836534882,-0.5706286083811755
50K,31.0,2900,6.0101,3.5167,91,2015,US,-0.722742646053372,0.2047015939872493
50K,31.0,2900,4.6766,2.8506,104,2016,US,-0.722742646053372,0.2047015939872493
50K,31.0,2900,5.0032,2.8514,128,2017,US,-0.722742646053372,0.2047015939872493
50K,31.0,2900,5.5466,3.3533,83,2018,US,-0.722742646053372,0.2047015939872493
