Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,N Participants,Year,Country,distance_std,elevation_std
100K,72.0,3514,14.1672,10.3903,34,2023,AR,0.2891134919481152,0.5339220256983231
100K,70.3,3857,17.0085,15.7339,12,2023,MY,0.2471584813480535,0.7178350681688416
20K,22.0,1144,3.9592,1.8661,242,2023,AR,-0.9448574080536986,-0.7368473931212942
50K,31.0,1950,4.1071,2.7625,234,2023,ES,-0.722742646053372,-0.3046785527969855
20K,20.0,1000,2.5525,1.6925,208,2015,IT,-0.9942162440537711,-0.8140586995812203
20K,19.6,1080,2.7683,1.6728,272,2016,IT,-1.0040880112537856,-0.7711635293257058
20K,19.4,1080,2.7772,1.6228,322,2017,IT,-1.0090238948537928,-0.7711635293257058
20K,19.4,1080,2.6486,1.6828,270,2018,IT,-1.0090238948537928,-0.7711635293257058
20K,19.4,1080,3.1021,1.5997,311,2019,IT,-1.0090238948537928,-0.7711635293257058
20K,20.7,1027,2.6949,1.5425,264,2021,IT,-0.9769406514537455,-0.7995815796199841
20K,20.7,1030,2.8769,1.4892,427,2022,IT,-0.9769406514537455,-0.7979730107354024
20K,20.7,1030,2.9182,1.4947,531,2023,IT,-0.9769406514537455,-0.7979730107354024
50K,52.0,2300,10.3456,7.1939,32,2023,MY,-0.20447486805261028,-0.11701218292910952
20K,21.0,920,4.4097,2.6086,108,2023,MY,-0.9695368260537348,-0.8569538698367348
20K,25.0,999,5.2978,1.8856,382,2023,VN,-0.8708191540535897,-0.8145948892094143
20K,27.8,1454,7.7481,2.99,417,2024,VN,-0.8017167836534882,-0.5706286083811755
50K,50.0,1070,6.3982,4.0297,451,2015,FR,-0.2538337040526828,-0.7765254256076451
50K,52.0,3051,10.9428,7.0392,59,2023,AR,-0.20447486805261028,0.28566622784453294
20K,16.6,880,1.9302,1.2256,168,2023,ES,-1.0781262652538943,-0.8784014549644921
20K,17.6,749,2.5941,1.8744,139,2024,ES,-1.053446847253858,-0.9486422962578971
20K,15.0,700,3.0474,1.8603,168,2023,GP,-1.1176133340539525,-0.9749155880393997
50K,50.0,1550,6.0002,3.9369,95,2014,US,-0.2538337040526828,-0.519154404074558
50K,50.0,1550,6.0322,4.2014,96,2015,US,-0.2538337040526828,-0.519154404074558
50K,50.0,1550,6.1979,3.8006,113,2016,US,-0.2538337040526828,-0.519154404074558
50K,50.0,1550,6.3302,3.9944,98,2017,US,-0.2538337040526828,-0.519154404074558
50K,50.0,1550,5.8171,3.9014,165,2018,US,-0.2538337040526828,-0.519154404074558
50K,50.0,1550,6.0975,3.7811,169,2019,US,-0.2538337040526828,-0.519154404074558
100K,62.4,3800,13.5816,9.3544,67,2017,CN,0.05219107914776695,0.6872722593617875
50K,67.1,2880,12.7815,8.9914,67,2018,CN,0.16818434374793734,0.19397780142337068
50K,65.3,2990,13.1135,7.7189,154,2019,CN,0.12376139134787212,0.2529586605247031
20K,30.6,1630,7.4178,5.6969,66,2017,CN,-0.7326144132533865,-0.47625923381904356
50K,42.7,1770,8.463,4.825,132,2018,CN,-0.43399345545294754,-0.40119268587189316
50K,42.6,2340,8.3907,4.6342,205,2019,CN,-0.4364613972529512,-0.09556459780135226
20K,21.0,1150,2.882,2.0567,56,2023,HU,-0.9695368260537348,-0.7336302553521306
20K,29.4,697,3.4907,2.0617,365,2016,FR,-0.76222971485343,-0.9765241569239815
20K,33.3,860,3.8211,2.5256,437,2017,FR,-0.6659799846532887,-0.8891252475283706
20K,33.3,802,3.8302,2.4775,344,2018,FR,-0.6659799846532887,-0.9202242459636187
20K,33.2,880,3.9444,2.4017,369,2019,FR,-0.6684479264532922,-0.8784014549644921
20K,31.0,1360,4.1229,2.5111,121,2023,ES,-0.722742646053372,-0.621030433431405
20K,21.0,1030,2.9037,1.8244,262,2023,ES,-0.9695368260537348,-0.7979730107354024
20K,14.0,950,1.8749,1.2217,297,2023,ES,-1.1422927520539887,-0.8408681809909169
50K,101.0,3864,15.785,10.9756,27,2015,RO,1.0048166139491672,0.7215883955661991
50K,101.0,3864,15.7514,9.0794,52,2016,RO,1.0048166139491672,0.7215883955661991
50K,100.7,3600,15.4604,8.4969,105,2017,RO,0.9974127885491564,0.5800343337230013
50K,100.7,3810,14.9004,8.4272,103,2018,RO,0.9974127885491564,0.6926341556437269
50K,98.8,4270,15.3693,8.7422,163,2019,RO,0.9505218943490873,0.9392813846129353
50K,100.0,4250,15.1514,9.1267,106,2022,RO,0.980137195949131,0.9285575920490566
50K,100.0,4250,15.4112,10.3186,50,2023,RO,0.980137195949131,0.9285575920490566
20K,21.0,1030,2.8968,2.0244,122,2023,ES,-0.9695368260537348,-0.7979730107354024
50K,30.0,2011,4.651,3.0722,83,2023,US,-0.7474220640534083,-0.2719709854771557
50K,42.0,3100,7.6684,4.7583,360,2023,FR,-0.451269048052973,0.31193951962603556
20K,21.0,1659,3.4274,1.9514,332,2023,FR,-0.9695368260537348,-0.4607097346014195
20K,15.0,1391,3.4955,2.3206,62,2023,EC,-1.1176133340539525,-0.6044085549573931
100K,65.8,4280,11.8293,7.8647,124,2018,FR,0.13610110034789025,0.9446432808948746
50K,58.0,3800,10.6773,7.2283,182,2019,FR,-0.05639836005239262,0.6872722593617875
20K,21.1,700,3.0623,1.565,240,2015,US,-0.9670688842537312,-0.9749155880393997
20K,21.1,700,2.8266,1.6681,214,2016,US,-0.9670688842537312,-0.9749155880393997
20K,21.1,700,2.7129,1.6044,148,2017,US,-0.9670688842537312,-0.9749155880393997
20K,21.1,700,2.6022,1.6533,131,2018,US,-0.9670688842537312,-0.9749155880393997
20K,21.1,700,2.5575,1.4969,122,2019,US,-0.9670688842537312,-0.9749155880393997
20K,21.8,1090,3.8364,2.1022,108,2023,BR,-0.9497932916537059,-0.7658016330437665
50K,48.0,1428,5.9118,3.6628,53,2023,US,-0.30319254005275537,-0.5845695387142177
50K,53.1,900,6.0498,3.8425,28,2015,GB,-0.17732750825257032,-0.8676776624006134
50K,53.1,900,6.016,4.8369,48,2016,GB,-0.17732750825257032,-0.8676776624006134
50K,53.1,900,6.1972,3.9075,97,2017,GB,-0.17732750825257032,-0.8676776624006134
50K,53.1,900,6.1499,4.1761,94,2018,GB,-0.17732750825257032,-0.8676776624006134
50K,53.1,900,6.0493,4.0428,117,2019,GB,-0.17732750825257032,-0.8676776624006134
50K,52.5,820,5.5732,3.7647,146,2020,GB,-0.19213515905259212,-0.910572832656128
50K,52.5,605,5.7988,4.0908,85,2021,GB,-0.19213515905259212,-1.025853602717823
50K,52.5,860,6.1645,4.1536,37,2022,GB,-0.19213515905259212,-0.8891252475283706
50K,52.5,345,6.1504,4.3431,41,2023,GB,-0.19213515905259212,-1.1652629060482453
20K,26.8,1033,6.1725,3.0183,121,2023,HK,-0.8263962016535245,-0.7963644418508206
20K,26.8,1035,5.4319,3.7575,76,2023,HK,-0.8263962016535245,-0.7952920625944327
50K,42.0,1980,7.7594,4.7647,64,2023,HK,-0.451269048052973,-0.28859286395116757
20K,28.0,1950,3.861,2.7317,265,2023,ES,-0.7967809000534809,-0.3046785527969855
20K,14.0,900,1.7567,1.0836,90,2023,ES,-1.1422927520539887,-0.8676776624006134
20K,23.5,940,3.9041,2.6161,49,2023,TN,-0.9078382810536441,-0.8462300772728562
20K,21.6,470,2.6178,1.4533,94,2024,TN,-0.9547291752537129,-1.098239202524004
50K,45.0,2950,8.1622,5.3764,96,2023,IT,-0.3772307940528642,0.23151107539694588
20K,30.0,1950,5.5133,3.2958,95,2023,IT,-0.7474220640534083,-0.3046785527969855
20K,20.0,1400,3.2553,1.9392,100,2023,IT,-0.9942162440537711,-0.5995828483036477
100K,123.0,4400,17.0438,13.4647,18,2023,FR,1.5477638099499653,1.0089860362781464
20K,20.4,1347,3.0096,1.8403,217,2015,FR,-0.9843444768537566,-0.6280008985979261
20K,18.5,1240,3.1042,1.7694,320,2016,FR,-1.0312353710538256,-0.6853731888146768
20K,18.1,1230,3.047,1.7172,363,2017,FR,-1.04110713825384,-0.6907350850966161
20K,18.1,1310,3.0309,1.7778,339,2018,FR,-1.04110713825384,-0.6478399148411016
20K,18.1,1320,2.9053,1.7261,304,2019,FR,-1.04110713825384,-0.6424780185591623
20K,16.0,1060,2.6542,1.5103,221,2021,FR,-1.0929339160539162,-0.7818873218895844
20K,16.0,1060,2.6898,1.5864,211,2022,FR,-1.0929339160539162,-0.7818873218895844
20K,16.0,1090,2.8508,1.4664,217,2023,FR,-1.0929339160539162,-0.7658016330437665
20K,29.4,742,4.1558,2.3214,116,2023,BR,-0.76222971485343,-0.9523956236552545
20K,23.0,1500,3.2223,2.4175,49,2023,ES,-0.9201779900536622,-0.5459638854842546
100K,111.8,5000,25.3806,13.8375,219,2014,FR,1.271354328349559,1.3306998131945051
100K,111.3,5470,24.4456,15.6836,146,2015,FR,1.2590146193495408,1.582708938445653
100K,111.3,5470,24.8096,16.3306,125,2016,FR,1.2590146193495408,1.582708938445653
100K,111.3,5470,24.5535,16.3086,145,2017,FR,1.2590146193495408,1.582708938445653
100M,117.4,5640,25.4038,16.2308,166,2018,FR,1.4095590691497621,1.6738611752386212
100M,117.4,5650,25.8753,16.3728,252,2019,FR,1.4095590691497621,1.6792230715205605
100M,115.7,5980,26.4271,17.3492,297,2020,FR,1.3676040585497005,1.856165648824558
100M,115.7,5980,24.9878,16.4511,142,2021,FR,1.3676040585497005,1.856165648824558
100M,115.0,5980,25.6775,18.0986,120,2022,FR,1.350328465949675,1.856165648824558
100K,95.0,5409,19.4398,11.4136,199,2023,FR,0.8567401059489496,1.5500013711258231
20K,12.7,792,1.4465,1.0656,53,2023,ES,-1.1743759954540358,-0.925586142245558
20K,31.4,1390,6.4043,4.3447,86,2023,JP,-0.7128708788533575,-0.6049447445855871
20K,29.0,700,3.32,2.0936,257,2023,FR,-0.7721014820534445,-0.9749155880393997
20K,23.4,1530,5.6242,3.3703,164,2023,JP,-0.9103062228536477,-0.5298781966384367
100K,86.3,2841,10.496,7.4994,15,2015,BG,0.6420291693486339,0.17306640592380734
100K,86.3,2950,11.232,9.2108,5,2016,BG,0.6420291693486339,0.23151107539694588
20K,21.2,1780,3.6224,2.1578,416,2018,JP,-0.9646009424537274,-0.3958307895899538
20K,24.9,1560,4.029,2.2736,406,2019,JP,-0.8732870958535933,-0.5137925077926188
20K,22.0,1390,3.7685,2.2108,205,2022,JP,-0.9448574080536986,-0.6049447445855871
50K,50.0,1500,6.2302,3.6514,51,2023,IT,-0.2538337040526828,-0.5459638854842546
20K,16.0,1100,2.8216,1.6128,65,2023,FR,-1.0929339160539162,-0.7604397367618272
20K,22.0,1850,3.85,2.2475,190,2023,FR,-0.9448574080536986,-0.3582975156163786
20K,12.2,1130,1.6112,1.0419,103,2023,FR,-1.186715704454054,-0.7443540479160092
100K,64.0,4000,10.2443,7.54,24,2023,ES,0.09167814794782503,0.7945101850005738
50K,43.0,1730,7.1902,4.4256,290,2023,FR,-0.42658963005293676,-0.4226402709996504
50K,43.4,1720,6.6817,3.6942,639,2024,FR,-0.4167178628529223,-0.4280021672815897
50K,39.7,3340,9.6614,6.1558,98,2023,RO,-0.5080317094530564,0.4406250303925791
50K,42.5,1770,7.2953,4.8183,232,2016,PH,-0.4389293390529549,-0.40119268587189316
50K,42.2,1760,7.6664,4.6153,257,2017,PH,-0.44633316445296567,-0.40655458215383244
50K,41.5,3140,9.3386,5.6392,158,2018,PH,-0.46360875705299115,0.33338710475379285
20K,25.2,2370,6.0685,3.2225,169,2023,RO,-0.8658832704535824,-0.07947890895553432
20K,12.9,1370,4.2235,1.8261,115,2023,RO,-1.1694401118540287,-0.6156685371494657
20K,25.0,160,5.3371,2.2258,768,2023,GB,-0.8708191540535897,-1.2644579872641226
20K,25.0,160,5.5939,1.7517,590,2024,GB,-0.8708191540535897,-1.2644579872641226
50K,33.4,2222,6.4988,4.24,105,2023,CN,-0.663512042853285,-0.15883497392823617
50K,52.8,3300,11.498,6.7511,94,2016,PH,-0.18473133365258132,0.41917744526482187
50K,52.5,3230,11.3773,6.8286,83,2017,PH,-0.19213515905259212,0.38164417129124667
50K,55.2,4270,11.3657,7.5378,41,2018,PH,-0.12550073045249413,0.9392813846129353
20K,22.2,1314,5.1937,2.5344,166,2023,CN,-0.9399215244536911,-0.6456951563283259
20K,30.0,1870,4.4571,3.0003,19,2023,US,-0.7474220640534083,-0.3475737230525
50K,45.0,2300,6.877,5.3853,22,2023,FR,-0.3772307940528642,-0.11701218292910952
20K,27.0,1100,3.6175,2.6236,70,2023,FR,-0.8214603180535172,-0.7604397367618272
100K,104.5,5343,26.5221,19.1039,25,2016,PH,1.0911945769492941,1.5146128556650236
100K,103.7,5440,26.2366,17.5897,19,2017,PH,1.0714510425492652,1.566623249599835
100K,103.6,4860,28.0764,18.3139,76,2018,PH,1.0689831007492614,1.2556332652473547
100K,104.6,6160,27.2119,18.7553,66,2019,PH,1.0936625187492977,1.9526797818994657
20K,22.0,490,3.0241,1.765,171,2023,US,-0.9448574080536986,-1.0875154099601252
50K,55.0,1000,8.5135,5.2756,116,2023,US,-0.13043661405250145,-0.8140586995812203
100K,111.6,2330,21.2269,14.7067,51,2023,US,1.2664184447495515,-0.10092649408329157
20K,13.4,800,1.9148,1.2183,323,2022,AU,-1.1571004028540104,-0.9212966252200065
20K,13.4,800,1.8942,1.2008,213,2023,AU,-1.1571004028540104,-0.9212966252200065
100K,101.0,1900,19.5138,15.6311,30,2023,SG,1.0048166139491672,-0.33148803420668205
50K,55.5,1396,7.1267,5.1844,47,2016,GB,-0.11809690505248331,-0.6017276068164235
50K,55.0,2500,9.9579,6.1,36,2023,NP,-0.13043661405250145,-0.009774257290323244
50K,46.0,504,5.3842,3.8714,12,2023,SE,-0.35255137605282794,-1.0800087551654103
20K,42.0,784,6.1128,4.115,38,2023,SG,-0.451269048052973,-0.9298756592711095
20K,23.0,481,2.9356,1.5922,444,2023,SG,-0.9201779900536622,-1.0923411166138706
50K,50.0,934,7.4717,4.4697,190,2023,SG,-0.2538337040526828,-0.8494472150420198
100M,161.0,9070,36.9569,36.9569,15,2023,IN,2.4855816939513438,3.512991599943806
50K,36.0,3200,8.522,5.8617,141,2023,ES,-0.5993455560531906,0.3655584824454287
50K,48.5,370,5.2566,3.4342,167,2015,PL,-0.29085283105273724,-1.151858165343397
100K,100.0,624,10.8556,10.715,4,2023,NL,0.980137195949131,-1.0156659997821385
50K,50.0,330,5.88,4.2378,66,2023,NL,-0.2538337040526828,-1.1733057504711544
50K,50.0,330,6.0249,4.7497,20,2023,NL,-0.2538337040526828,-1.1733057504711544
20K,21.0,284,2.6625,1.4725,165,2023,US,-0.9695368260537348,-1.1979704733680752
20K,31.0,543,3.5242,2.1367,404,2023,NO,-0.722742646053372,-1.0590973596658468
20K,21.0,186,2.144,1.2922,616,2023,NO,-0.9695368260537348,-1.2505170569310804
50K,50.0,1423,7.4227,5.3306,67,2023,GR,-0.2538337040526828,-0.5872504868551873
50K,46.5,1530,5.5934,3.7147,64,2023,HU,-0.34021166705280975,-0.5298781966384367
20K,18.4,570,2.0731,1.3336,100,2023,HU,-1.033703312853829,-1.0446202397046107
100K,100.0,4900,28.5623,22.59,49,2023,TH,0.980137195949131,1.277080850375112
50K,55.4,2580,12.0662,9.3867,37,2016,HK,-0.12056484685248697,0.03312091296519126
50K,50.0,2400,10.0759,6.1267,42,2023,CZ,-0.2538337040526828,-0.06339322010971637
50K,53.0,2000,8.9111,5.0439,65,2024,CZ,-0.179795450052574,-0.27786907138728895
50K,34.0,1800,5.7066,3.4083,104,2023,UA,-0.6487043920532632,-0.3851069970260752
100K,101.3,2565,18.8463,10.6256,168,2023,CZ,1.012220439349178,0.025078068542282294
20K,30.0,1000,3.4078,2.0992,91,2023,FR,-0.7474220640534083,-0.8140586995812203
100K,101.3,2565,13.6085,9.7033,30,2022,CZ,1.012220439349178,0.025078068542282294
50K,49.0,3020,11.2613,6.5906,25,2023,PH,-0.2785131220527191,0.2690443493705211
50K,50.0,2570,8.2822,5.4797,20,2023,CA,-0.2538337040526828,0.027759016683251952
50K,49.9,1465,6.7519,4.1183,48,2019,US,-0.2563016458526865,-0.5647305224710422
50K,49.9,1465,6.6846,3.7075,57,2020,US,-0.2563016458526865,-0.5647305224710422
100K,80.9,2299,12.02,8.3958,24,2019,US,0.5087603121484382,-0.11754837255730345
100K,80.9,2299,12.3075,7.4767,47,2020,US,0.5087603121484382,-0.11754837255730345
20K,24.0,1100,4.3509,2.3719,129,2023,CN,-0.8954985720536259,-0.7604397367618272
50K,48.8,3152,13.1585,10.575,37,2015,TW,-0.2834490056527264,0.33982138029212
20K,26.0,1210,5.4045,2.6189,250,2023,CN,-0.8461397360535534,-0.7014588776604948
50K,42.0,2500,7.6067,4.7356,120,2023,IT,-0.451269048052973,-0.009774257290323244
100K,66.0,4000,13.2083,9.0875,77,2023,IT,0.14103698394789757,0.7945101850005738
20K,24.0,850,2.8678,1.7408,412,2015,FR,-0.8954985720536259,-0.89448714381031
20K,24.0,850,2.9849,1.8003,429,2016,FR,-0.8954985720536259,-0.89448714381031
20K,24.0,850,2.8626,1.7311,393,2017,FR,-0.8954985720536259,-0.89448714381031
20K,23.7,890,3.1398,2.0689,346,2018,FR,-0.9029023974536368,-0.8730395586825528
20K,26.4,990,3.0845,1.7792,372,2019,FR,-0.8362679688535389,-0.8194205958631596
20K,26.0,1000,2.9771,2.0022,255,2021,FR,-0.8461397360535534,-0.8140586995812203
20K,26.0,1000,3.1187,1.8786,203,2022,FR,-0.8461397360535534,-0.8140586995812203
20K,26.0,1000,3.0392,1.7544,243,2023,FR,-0.8461397360535534,-0.8140586995812203
20K,26.0,1350,3.6984,2.1461,330,2023,US,-0.8461397360535534,-0.6263923297133444
20K,26.0,1350,3.7182,2.1678,381,2024,US,-0.8461397360535534,-0.6263923297133444
50K,55.0,2500,7.6009,4.9164,83,2023,US,-0.13043661405250145,-0.009774257290323244
50K,55.0,2500,7.7904,5.1839,98,2024,US,-0.13043661405250145,-0.009774257290323244
50K,50.0,1300,9.599,6.2133,28,2023,SG,-0.2538337040526828,-0.6532018111230409
50K,43.0,2600,7.5861,4.8283,58,2024,MX,-0.42658963005293676,0.04384470552906989
50K,46.2,830,5.7341,3.3922,134,2015,US,-0.3476154924528206,-0.9052109363741886
50K,46.2,1090,5.8859,3.8394,137,2016,US,-0.3476154924528206,-0.7658016330437665
50K,46.2,1080,5.935,3.3017,142,2017,US,-0.3476154924528206,-0.7711635293257058
50K,46.3,1140,6.2437,3.3128,131,2018,US,-0.3451475506528171,-0.73899215163407
50K,46.3,1230,6.0783,3.3364,150,2019,US,-0.3451475506528171,-0.6907350850966161
50K,46.2,860,6.283,3.8525,128,2021,US,-0.3476154924528206,-0.8891252475283706
50K,46.2,860,6.1737,3.7014,111,2022,US,-0.3476154924528206,-0.8891252475283706
50K,53.5,3240,8.9213,5.7578,125,2021,FR,-0.16745574105255587,0.38700606757318595
50K,53.5,3240,9.6094,5.8783,153,2022,FR,-0.16745574105255587,0.38700606757318595
50K,52.4,3270,9.7316,6.0472,239,2023,FR,-0.1946031008525958,0.4030917564190039
20K,23.0,1280,3.2928,1.9297,121,2021,FR,-0.9201779900536622,-0.6639256036869196
20K,23.0,1280,3.2996,1.9258,168,2022,FR,-0.9201779900536622,-0.6639256036869196
20K,23.0,1280,3.5332,2.0044,255,2023,FR,-0.9201779900536622,-0.6639256036869196
50K,32.0,1960,6.0829,3.7606,107,2021,FR,-0.6980632280533358,-0.2993166565150462
50K,32.0,1960,5.9221,3.8289,180,2022,FR,-0.6980632280533358,-0.2993166565150462
50K,32.9,2000,5.9866,3.4844,246,2023,FR,-0.6758517518533032,-0.27786907138728895
50K,67.0,3690,13.5416,9.8244,54,2021,FR,0.16571640194793386,0.628291400260455
50K,67.0,3690,12.366,8.715,94,2022,FR,0.16571640194793386,0.628291400260455
50K,67.0,3690,12.6432,7.8139,119,2023,FR,0.16571640194793386,0.628291400260455
50K,43.0,1750,5.9381,3.4236,57,2023,PT,-0.42658963005293676,-0.4119164784357718
20K,25.0,750,3.4694,2.1761,97,2023,PT,-0.8708191540535897,-0.9481061066297032
50K,60.0,3500,10.2975,6.2964,302,2023,DE,-0.007039524052320073,0.5264153709036081
20K,25.9,1297,7.3076,3.8708,68,2015,TW,-0.8486076778535571,-0.6548103800076227
20K,25.1,1840,7.4896,3.6775,101,2016,TW,-0.868351212253586,-0.36365941189831796
20K,25.1,1840,7.1007,3.1556,220,2017,TW,-0.868351212253586,-0.36365941189831796
20K,25.0,1820,7.0719,3.4639,282,2018,TW,-0.8708191540535897,-0.3743832044621966
20K,25.0,1820,6.5102,3.3167,253,2019,TW,-0.8708191540535897,-0.3743832044621966
100K,80.0,4500,13.3062,9.0572,227,2023,DE,0.4865488359484054,1.0626049990975395
20K,22.0,1000,2.8508,1.6608,445,2023,DE,-0.9448574080536986,-0.8140586995812203
20K,15.0,1000,2.9415,1.8389,98,2023,UA,-1.1176133340539525,-0.8140586995812203
20K,17.0,480,2.0869,1.2186,92,2023,FR,-1.06825449805388,-1.0928773062420647
20K,16.7,620,2.2864,1.2386,217,2024,FR,-1.0756583234538908,-1.0178107582949143
50K,64.8,2600,10.7371,6.5306,88,2015,ES,0.11142168234785398,0.04384470552906989
50K,64.8,2600,10.4697,7.3611,65,2016,ES,0.11142168234785398,0.04384470552906989
50K,68.7,2320,11.4511,6.9319,64,2017,ES,0.2076714125479956,-0.1062883903652309
50K,68.6,2410,10.9254,6.8831,57,2018,ES,0.20520347074799175,-0.058031323827777065
100K,82.7,4010,14.3478,11.285,17,2019,ES,0.5531832645485034,0.7998720812825131
20K,42.0,500,8.793,5.4783,892,2023,GB,-0.451269048052973,-1.082153513678186
20K,42.0,500,8.8606,5.21,1077,2024,GB,-0.451269048052973,-1.082153513678186
20K,21.0,300,4.7572,2.6314,642,2023,GB,-0.9695368260537348,-1.1893914393169722
20K,21.0,300,4.7817,3.1231,791,2024,GB,-0.9695368260537348,-1.1893914393169722
20K,21.0,300,4.4963,3.1256,269,2023,GB,-0.9695368260537348,-1.1893914393169722
20K,21.0,300,4.3854,2.7769,255,2024,GB,-0.9695368260537348,-1.1893914393169722
20K,42.0,500,8.5715,5.8208,310,2023,GB,-0.451269048052973,-1.082153513678186
20K,42.0,500,8.5965,5.6353,251,2024,GB,-0.451269048052973,-1.082153513678186
20K,21.0,300,4.546,2.9947,356,2023,GB,-0.9695368260537348,-1.1893914393169722
20K,21.0,300,4.6293,3.0761,250,2024,GB,-0.9695368260537348,-1.1893914393169722
50K,43.8,1916,7.3252,4.3758,85,2014,ES,-0.4068460956529078,-0.32290900015557916
50K,48.2,2070,7.4242,5.1,91,2015,ES,-0.298256656452748,-0.24033579741371372
50K,48.1,2060,7.8363,4.9461,94,2016,ES,-0.3007245982527517,-0.24569769369565306
50K,49.4,2030,7.8174,5.4072,53,2017,ES,-0.26864135485270463,-0.261783382541471
50K,46.7,2190,5.8577,3.9042,45,2018,ES,-0.33527578345280246,-0.17599304203044197
50K,58.8,2220,9.4608,5.8703,66,2019,ES,-0.03665482565236367,-0.15990735318462404
50K,59.4,2660,9.4968,6.0089,172,2021,ES,-0.02184717485234187,0.07601608322070577
100K,64.7,3535,11.3883,8.3778,85,2022,ES,0.10895374054785048,0.5451820078903957
100K,64.7,3535,11.1048,7.09,70,2023,ES,0.10895374054785048,0.5451820078903957
20K,21.0,300,4.348,3.0439,136,2023,GB,-0.9695368260537348,-1.1893914393169722
20K,21.0,300,4.382,3.0139,92,2024,GB,-0.9695368260537348,-1.1893914393169722
100M,161.0,4290,23.8204,14.7931,230,2014,US,2.4855816939513438,0.9500051771768139
100M,162.2,4469,24.5589,15.0306,221,2015,US,2.515196995551387,1.0459831206235277
100M,162.0,4530,24.8093,15.7864,256,2016,US,2.51026111195138,1.0786906879433575
100M,157.5,4860,24.3947,15.2078,265,2017,US,2.399203730951217,1.2556332652473547
100M,158.0,5390,24.3417,15.6136,277,2018,US,2.411543439951235,1.5398137681901385
100M,157.5,4830,26.4943,16.0303,156,2019,US,2.399203730951217,1.239547576401537
100M,160.0,5150,25.3667,16.5003,188,2022,US,2.4609022759513075,1.4111282574235948
50K,42.5,1560,3.8788,3.7264,6,2023,US,-0.4389293390529549,-0.5137925077926188
100K,104.0,3000,13.9459,9.9736,79,2023,BE,1.078854867949276,0.25832055680664245
50K,63.0,1900,8.0444,5.5242,76,2023,BE,0.06699872994778876,-0.33148803420668205
20K,32.0,800,3.9783,2.4719,112,2023,BE,-0.6980632280533358,-0.9212966252200065
50K,56.0,3020,8.4014,4.3644,30,2023,FR,-0.10575719605246517,0.2690443493705211
100M,160.0,11690,44.5603,33.9397,74,2023,JP,2.4609022759513075,4.917808425811907
20K,13.0,750,2.0368,1.3653,19,2023,IT,-1.166972170054025,-0.9481061066297032
20K,21.2,277,2.055,1.2283,394,2023,RO,-0.9646009424537274,-1.2017238007654327
